name,name_lower,firstinitial_lower,firstname_lower,lastname_lower,position_description,position_description_cleaned,value,birth_date,birth_year,birth_month,age,playing_country
Harry Lewis,harry lewis,h,harry,lewis,Goalkeeper,Goalkeeper,180000.0,1997-12-20,1997,12,22,England
Mathew Ryan,mathew ryan,m,mathew,ryan,Goalkeeper,Goalkeeper,7200000.0,1992-04-08,1992,4,28,Australia
David Button,david button,d,david,button,Goalkeeper,Goalkeeper,1080000.0,1989-02-27,1989,2,31,England
Christian Walton,christian walton,c,christian,walton,Goalkeeper,Goalkeeper,720000.0,1995-11-06,1995,11,24,England
Jason Steele,jason steele,j,jason,steele,Goalkeeper,Goalkeeper,540000.0,1990-08-18,1990,8,30,England
Robert Sánchez,robert sanchez,r,robert,sanchez,Goalkeeper,Goalkeeper,135000.0,1997-11-18,1997,11,22,Spain
Vicente Guaita,vicente guaita,v,vicente,guaita,Goalkeeper,Goalkeeper,3600000.0,1987-01-10,1987,1,33,Spain
Wayne Hennessey,wayne hennessey,w,wayne,hennessey,Goalkeeper,Goalkeeper,2160000.0,1987-01-24,1987,1,33,Wales
Nick Pope,nick pope,n,nick,pope,Goalkeeper,Goalkeeper,10800000.0,1992-04-19,1992,4,28,England
Bailey Peacock-Farrell,bailey peacock-farrell,b,bailey,peacock-farrell,Goalkeeper,Goalkeeper,1080000.0,1996-10-29,1996,10,23,Northern Ireland
Will Norris,will norris,w,will,norris,Goalkeeper,Goalkeeper,225000.0,1993-08-12,1993,8,27,England
Lukas Jensen,lukas jensen,l,lukas,jensen,Goalkeeper,Goalkeeper,23000.0,1999-03-18,1999,3,21,Denmark
Aaron Ramsdale,aaron ramsdale,a,aaron,ramsdale,Goalkeeper,Goalkeeper,11250000.0,1998-05-14,1998,5,22,England
Michael Verrips,michael verrips,m,michael,verrips,Goalkeeper,Goalkeeper,720000.0,1996-12-03,1996,12,23,Netherlands
Wes Foderingham,wes foderingham,w,wes,foderingham,Goalkeeper,Goalkeeper,360000.0,1991-01-14,1991,1,29,England
Simon Moore,simon moore,s,simon,moore,Goalkeeper,Goalkeeper,360000.0,1990-05-19,1990,5,30,England
Marek Rodak,marek rodak,m,marek,rodak,Goalkeeper,Goalkeeper,3600000.0,1996-12-13,1996,12,23,Slovakia
Marcus Bettinelli,marcus bettinelli,m,marcus,bettinelli,Goalkeeper,Goalkeeper,1440000.0,1992-05-24,1992,5,28,England
Fabri,fabri,f,fabri,fabri,Goalkeeper,Goalkeeper,1080000.0,1987-12-31,1987,12,32,Spain
Illan Meslier,illan meslier,i,illan,meslier,Goalkeeper,Goalkeeper,4050000.0,2000-03-02,2000,3,20,France
Kiko Casilla,kiko casilla,k,kiko,casilla,Goalkeeper,Goalkeeper,1800000.0,1986-10-02,1986,10,33,Spain
Elia Caprile,elia caprile,e,elia,caprile,Goalkeeper,Goalkeeper,90000.0,2001-08-25,2001,8,19,Italy
Kamil Miazek,kamil miazek,k,kamil,miazek,Goalkeeper,Goalkeeper,90000.0,1996-08-15,1996,8,24,Poland
Sam Johnstone,sam johnstone,s,sam,johnstone,Goalkeeper,Goalkeeper,4950000.0,1993-03-25,1993,3,27,England
Alex Palmer,alex palmer,a,alex,palmer,Goalkeeper,Goalkeeper,,1996-08-10,1996,8,24,England
Samir Handanovic,samir handanovic,s,samir,handanovic,Goalkeeper,Goalkeeper,3600000.0,1984-07-14,1984,7,36,Slovenia
Gabriel Brazão,gabriel brazao,g,gabriel,brazao,Goalkeeper,Goalkeeper,1350000.0,2000-10-05,2000,10,19,Brazil
Daniele Padelli,daniele padelli,d,daniele,padelli,Goalkeeper,Goalkeeper,450000.0,1985-10-25,1985,10,34,Italy
Tommaso Berni,tommaso berni,t,tommaso,berni,Goalkeeper,Goalkeeper,90000.0,1983-03-06,1983,3,37,Italy
Wojciech Szczesny,wojciech szczesny,w,wojciech,szczesny,Goalkeeper,Goalkeeper,31500000.0,1990-04-18,1990,4,30,Poland
Gianluigi Buffon,gianluigi buffon,g,gianluigi,buffon,Goalkeeper,Goalkeeper,900000.0,1978-01-28,1978,1,42,Italy
Carlo Pinsoglio,carlo pinsoglio,c,carlo,pinsoglio,Goalkeeper,Goalkeeper,360000.0,1990-03-16,1990,3,30,Italy
Alex Meret,alex meret,a,alex,meret,Goalkeeper,Goalkeeper,22500000.0,1997-03-22,1997,3,23,Italy
David Ospina,david ospina,d,david,ospina,Goalkeeper,Goalkeeper,3600000.0,1988-08-31,1988,8,31,Colombia
Orestis Karnezis,orestis karnezis,o,orestis,karnezis,Goalkeeper,Goalkeeper,450000.0,1985-07-11,1985,7,35,Greece
Gianluigi Donnarumma,gianluigi donnarumma,g,gianluigi,donnarumma,Goalkeeper,Goalkeeper,54000000.0,1999-02-25,1999,2,21,Italy
Asmir Begovic,asmir begovic,a,asmir,begovic,Goalkeeper,Goalkeeper,1800000.0,1987-06-20,1987,6,33,Bosnia-Herzegovina
Pepe Reina,pepe reina,p,pepe,reina,Goalkeeper,Goalkeeper,720000.0,1982-08-31,1982,8,37,Spain
Antonio Donnarumma,antonio donnarumma,a,antonio,donnarumma,Goalkeeper,Goalkeeper,360000.0,1990-07-07,1990,7,30,Italy
Pau López,pau lopez,p,pau,lopez,Goalkeeper,Goalkeeper,15300000.0,1994-12-13,1994,12,25,Spain
Robin Olsen,robin olsen,r,robin,olsen,Goalkeeper,Goalkeeper,4500000.0,1990-01-08,1990,1,30,Sweden
Antonio Mirante,antonio mirante,a,antonio,mirante,Goalkeeper,Goalkeeper,585000.0,1983-07-08,1983,7,37,Italy
Thomas Strakosha,thomas strakosha,t,thomas,strakosha,Goalkeeper,Goalkeeper,22500000.0,1995-03-19,1995,3,25,Albania
Guido Guerrieri,guido guerrieri,g,guido,guerrieri,Goalkeeper,Goalkeeper,270000.0,1996-02-25,1996,2,24,Italy
Silvio Proto,silvio proto,s,silvio,proto,Goalkeeper,Goalkeeper,270000.0,1983-05-23,1983,5,37,Belgium
Marius Adamonis,marius adamonis,m,marius,adamonis,Goalkeeper,Goalkeeper,113000.0,1997-05-13,1997,5,23,Lithuania
Pierluigi Gollini,pierluigi gollini,p,pierluigi,gollini,Goalkeeper,Goalkeeper,15300000.0,1995-03-18,1995,3,25,Italy
Marco Sportiello,marco sportiello,m,marco,sportiello,Goalkeeper,Goalkeeper,1800000.0,1992-05-10,1992,5,28,Italy
Francesco Rossi,francesco rossi,f,francesco,rossi,Goalkeeper,Goalkeeper,90000.0,1991-04-27,1991,4,29,Italy
Bartlomiej Dragowski,bartlomiej dragowski,b,bartlomiej,dragowski,Goalkeeper,Goalkeeper,13500000.0,1997-08-19,1997,8,23,Poland
Pietro Terracciano,pietro terracciano,p,pietro,terracciano,Goalkeeper,Goalkeeper,900000.0,1990-03-08,1990,3,30,Italy
Federico Brancolini,federico brancolini,f,federico,brancolini,Goalkeeper,Goalkeeper,450000.0,2001-07-14,2001,7,19,Italy
Simone Ghidotti,simone ghidotti,s,simone,ghidotti,Goalkeeper,Goalkeeper,113000.0,2000-03-19,2000,3,20,Italy
Andrea Consigli,andrea consigli,a,andrea,consigli,Goalkeeper,Goalkeeper,2700000.0,1987-01-27,1987,1,33,Italy
Stefano Turati,stefano turati,s,stefano,turati,Goalkeeper,Goalkeeper,360000.0,2001-09-05,2001,9,18,Italy
Alessandro Russo,alessandro russo,a,alessandro,russo,Goalkeeper,Goalkeeper,270000.0,2001-03-31,2001,3,19,Italy
Gianluca Pegolo,gianluca pegolo,g,gianluca,pegolo,Goalkeeper,Goalkeeper,135000.0,1981-03-25,1981,3,39,Italy
Alessio Cragno,alessio cragno,a,alessio,cragno,Goalkeeper,Goalkeeper,18000000.0,1994-06-28,1994,6,26,Italy
Rafael,rafael,r,rafael,rafael,Goalkeeper,Goalkeeper,180000.0,1982-03-03,1982,3,38,Brazil
Giuseppe Ciocci,giuseppe ciocci,g,giuseppe,ciocci,Goalkeeper,Goalkeeper,180000.0,2002-01-24,2002,1,18,Italy
Simone Aresti,simone aresti,s,simone,aresti,Goalkeeper,Goalkeeper,158000.0,1986-03-15,1986,3,34,Italy
Salvatore Sirigu,salvatore sirigu,s,salvatore,sirigu,Goalkeeper,Goalkeeper,5850000.0,1987-01-12,1987,1,33,Italy
Vanja Milinković-Savić,vanja milinkovic-savic,v,vanja,milinkovic-savic,Goalkeeper,Goalkeeper,630000.0,1997-02-20,1997,2,23,Serbia
Samir Ujkani,samir ujkani,s,samir,ujkani,Goalkeeper,Goalkeeper,180000.0,1988-07-05,1988,7,32,Kosovo
Antonio Rosati,antonio rosati,a,antonio,rosati,Goalkeeper,Goalkeeper,90000.0,1983-06-26,1983,6,37,Italy
Ionut Radu,ionut radu,i,ionut,radu,Goalkeeper,Goalkeeper,7200000.0,1997-05-28,1997,5,23,Romania
Luigi Sepe,luigi sepe,l,luigi,sepe,Goalkeeper,Goalkeeper,5400000.0,1991-05-08,1991,5,29,Italy
Simone Colombi,simone colombi,s,simone,colombi,Goalkeeper,Goalkeeper,630000.0,1991-07-01,1991,7,29,Italy
Lukasz Skorupski,lukasz skorupski,l,lukasz,skorupski,Goalkeeper,Goalkeeper,4950000.0,1991-05-05,1991,5,29,Poland
Angelo da Costa,angelo da costa,a,angelo,costa,Goalkeeper,Goalkeeper,180000.0,1983-11-12,1983,11,36,Brazil
Federico Ravaglia,federico ravaglia,f,federico,ravaglia,Goalkeeper,Goalkeeper,90000.0,1999-11-11,1999,11,20,Italy
Sebastian Breza,sebastian breza,s,sebastian,breza,Goalkeeper,Goalkeeper,90000.0,1998-03-15,1998,3,22,Canada
Mouhamadou Sarr,mouhamadou sarr,m,mouhamadou,sarr,Goalkeeper,Goalkeeper,90000.0,1997-01-05,1997,1,23,Senegal
Marco Silvestri,marco silvestri,m,marco,silvestri,Goalkeeper,Goalkeeper,5400000.0,1991-03-02,1991,3,29,Italy
Boris Radunović,boris radunovic,b,boris,radunovic,Goalkeeper,Goalkeeper,405000.0,1996-05-26,1996,5,24,Serbia
Alessandro Berardi,alessandro berardi,a,alessandro,berardi,Goalkeeper,Goalkeeper,45000.0,1991-01-16,1991,1,29,Italy
Emil Audero,emil audero,e,emil,audero,Goalkeeper,Goalkeeper,9000000.0,1997-01-18,1997,1,23,Italy
Vid Belec,vid belec,v,vid,belec,Goalkeeper,Goalkeeper,540000.0,1990-06-06,1990,6,30,Slovenia
Andrea Seculin,andrea seculin,a,andrea,seculin,Goalkeeper,Goalkeeper,180000.0,1990-07-14,1990,7,30,Italy
Juan Musso,juan musso,j,juan,musso,Goalkeeper,Goalkeeper,18000000.0,1994-05-06,1994,5,26,Argentina
Nícolas,nicolas,n,nicolas,nicolas,Goalkeeper,Goalkeeper,315000.0,1988-04-12,1988,4,32,Brazil
Samuele Perisan,samuele perisan,s,samuele,perisan,Goalkeeper,Goalkeeper,135000.0,1997-08-21,1997,8,23,Italy
Mattia Perin,mattia perin,m,mattia,perin,Goalkeeper,Goalkeeper,6750000.0,1992-11-10,1992,11,27,Italy
Federico Marchetti,federico marchetti,f,federico,marchetti,Goalkeeper,Goalkeeper,180000.0,1983-02-07,1983,2,37,Italy
Lorenzo Montipò,lorenzo montipo,l,lorenzo,montipo,Goalkeeper,Goalkeeper,2070000.0,1996-02-20,1996,2,24,Italy
Nicolò Manfredini,nicolo manfredini,n,nicolo,manfredini,Goalkeeper,Goalkeeper,158000.0,1988-05-01,1988,5,32,Italy
Pier Graziano Gori,pier graziano gori,p,pier,gori,Goalkeeper,Goalkeeper,45000.0,1980-05-10,1980,5,40,Italy
Alex Cordaz,alex cordaz,a,alex,cordaz,Goalkeeper,Goalkeeper,315000.0,1983-01-01,1983,1,37,Italy
Gian Marco Crespi,gian marco crespi,g,gian,crespi,Goalkeeper,Goalkeeper,135000.0,2001-06-28,2001,6,19,Italy
Marco Festa,marco festa,m,marco,festa,Goalkeeper,Goalkeeper,135000.0,1992-06-06,1992,6,28,Italy
Giacomo Figliuzzi,giacomo figliuzzi,g,giacomo,figliuzzi,Goalkeeper,Goalkeeper,45000.0,2000-11-12,2000,11,19,Italy
Simone Scuffet,simone scuffet,s,simone,scuffet,Goalkeeper,Goalkeeper,1080000.0,1996-05-31,1996,5,24,Italy
Titas Krapikas,titas krapikas,t,titas,krapikas,Goalkeeper,Goalkeeper,315000.0,1999-01-03,1999,1,21,Lithuania
Axel Desjardins,axel desjardins,a,axel,desjardins,Goalkeeper,Goalkeeper,68000.0,2000-01-13,2000,1,20,Canada
Manuel Neuer,manuel neuer,m,manuel,neuer,Goalkeeper,Goalkeeper,13050000.0,1986-03-27,1986,3,34,Germany
Alexander Nübel,alexander nubel,a,alexander,nubel,Goalkeeper,Goalkeeper,8550000.0,1996-09-30,1996,9,23,Germany
Sven Ulreich,sven ulreich,s,sven,ulreich,Goalkeeper,Goalkeeper,3150000.0,1988-08-03,1988,8,32,Germany
Ron-Thorben Hoffmann,ron-thorben hoffmann,r,ron-thorben,hoffmann,Goalkeeper,Goalkeeper,225000.0,1999-04-04,1999,4,21,Germany
Roman Bürki,roman burki,r,roman,burki,Goalkeeper,Goalkeeper,9900000.0,1990-11-14,1990,11,29,Switzerland
Marwin Hitz,marwin hitz,m,marwin,hitz,Goalkeeper,Goalkeeper,1800000.0,1987-09-18,1987,9,32,Switzerland
Luca Unbehaun,luca unbehaun,l,luca,unbehaun,Goalkeeper,Goalkeeper,315000.0,2001-02-27,2001,2,19,Germany
