name,name_lower,firstinitial_lower,firstname_lower,lastname_lower,position_description,position_description_cleaned,value,birth_date,birth_year,birth_month,age,playing_country
Javi Galán,javi galan,j,javi,galan,Left-Back,Defender,1800000.0,1994-11-19,1994,11,25,Spain
Luisinho,luisinho,l,luisinho,luisinho,Left-Back,Defender,270000.0,1985-05-05,1985,5,35,Portugal
Pedro López,pedro lopez,p,pedro,lopez,Right-Back,Defender,90000.0,1983-11-01,1983,11,36,Spain
Pedro Mosquera,pedro mosquera,p,pedro,mosquera,Central Midfield,Midfielder,720000.0,1988-04-21,1988,4,32,Spain
Jaime Seoane,jaime seoane,j,jaime,seoane,Central Midfield,Midfielder,450000.0,1997-01-22,1997,1,23,Spain
Mikel Rico,mikel rico,m,mikel,rico,Central Midfield,Midfielder,360000.0,1984-11-04,1984,11,35,Spain
Eugeni Valderrama,eugeni valderrama,e,eugeni,valderrama,Attacking Midfield,Midfielder,900000.0,1994-07-19,1994,7,26,Spain
Juan Carlos,juan carlos,j,juan,carlos,Attacking Midfield,Midfielder,855000.0,1991-03-15,1991,3,29,Spain
Kelechi Nwakali,kelechi nwakali,k,kelechi,nwakali,Attacking Midfield,Midfielder,270000.0,1998-06-05,1998,6,22,Nigeria
Joaquín Muñoz,joaquin munoz,j,joaquin,munoz,Left Winger,Forward,270000.0,1999-03-10,1999,3,21,Spain
David Ferreiro,david ferreiro,d,david,ferreiro,Right Winger,Forward,1080000.0,1988-04-01,1988,4,32,Spain
Jonathan Toro,jonathan toro,j,jonathan,toro,Second Striker,Forward,495000.0,1996-10-21,1996,10,23,Honduras
Rafa Mir,rafa mir,r,rafa,mir,Centre-Forward,Forward,4500000.0,1997-06-18,1997,6,23,Spain
Shinji Okazaki,shinji okazaki,s,shinji,okazaki,Centre-Forward,Forward,1440000.0,1986-04-16,1986,4,34,Japan
Edgar Badia,edgar badia,e,edgar,badia,Goalkeeper,Goalkeeper,720000.0,1992-02-12,1992,2,28,Spain
Dani Calvo,dani calvo,d,dani,calvo,Centre-Back,Defender,585000.0,1994-04-01,1994,4,26,Spain
Gonzalo Verdú,gonzalo verdu,g,gonzalo,verdu,Centre-Back,Defender,293000.0,1988-10-21,1988,10,31,Spain
Josema,josema,j,josema,josema,Centre-Back,Defender,270000.0,1996-06-06,1996,6,24,Spain
Juan Cruz,juan cruz,j,juan,cruz,Left-Back,Defender,428000.0,1992-07-28,1992,7,28,Spain
Óscar Gil,oscar gil,o,oscar,gil,Right-Back,Defender,360000.0,1998-04-26,1998,4,22,Spain
Omenuke Mfulu,omenuke mfulu,o,omenuke,mfulu,Defensive Midfield,Midfielder,293000.0,1994-03-20,1994,3,26,DR Congo
Ramón Folch,ramon folch,r,ramon,folch,Central Midfield,Midfielder,495000.0,1989-10-04,1989,10,30,Spain
Jony Ñiguez,jony niguez,j,jony,niguez,Central Midfield,Midfielder,180000.0,1985-04-02,1985,4,35,Spain
Víctor Rodríguez,victor rodriguez,v,victor,rodriguez,Left Winger,Forward,1080000.0,1989-07-23,1989,7,31,Spain
Fidel,fidel,f,fidel,fidel,Left Winger,Forward,585000.0,1989-10-27,1989,10,30,Spain
Pere Milla,pere milla,p,pere,milla,Left Winger,Forward,428000.0,1992-09-23,1992,9,27,Spain
Josan,josan,j,josan,josan,Right Winger,Forward,360000.0,1989-12-03,1989,12,30,Spain
Manu Justo,manu justo,m,manu,justo,Right Winger,Forward,225000.0,1996-02-09,1996,2,24,Spain
Dani Escriche,dani escriche,d,dani,escriche,Centre-Forward,Forward,653000.0,1998-03-24,1998,3,22,Spain
Claudio Medina,claudio medina,c,claudio,medina,Centre-Forward,Forward,270000.0,1993-09-04,1993,9,26,Spain
Nino,nino,n,nino,nino,Centre-Forward,Forward,90000.0,1980-06-10,1980,6,40,Spain
Alphonse Areola,alphonse areola,a,alphonse,areola,Goalkeeper,Goalkeeper,11700000.0,1993-02-27,1993,2,27,France
Keylor Navas,keylor navas,k,keylor,navas,Goalkeeper,Goalkeeper,7200000.0,1986-12-15,1986,12,33,Costa Rica
Marcin Bulka,marcin bulka,m,marcin,bulka,Goalkeeper,Goalkeeper,810000.0,1999-10-04,1999,10,20,Poland
Denis Franchi,denis franchi,d,denis,franchi,Goalkeeper,Goalkeeper,225000.0,2002-10-22,2002,10,17,Italy
Garissone Innocent,garissone innocent,g,garissone,innocent,Goalkeeper,Goalkeeper,135000.0,2000-04-16,2000,4,20,France
Marquinhos,marquinhos,m,marquinhos,marquinhos,Centre-Back,Defender,46800000.0,1994-05-14,1994,5,26,Brazil
Presnel Kimpembe,presnel kimpembe,p,presnel,kimpembe,Centre-Back,Defender,25200000.0,1995-08-13,1995,8,25,France
Abdou Diallo,abdou diallo,a,abdou,diallo,Centre-Back,Defender,25200000.0,1996-05-04,1996,5,24,France
Loïc Mbe Soh,loic mbe soh,l,loic,soh,Centre-Back,Defender,4050000.0,2001-06-13,2001,6,19,France
Timothée Pembélé,timothee pembele,t,timothee,pembele,Centre-Back,Defender,450000.0,2002-09-09,2002,9,17,France
Juan Bernat,juan bernat,j,juan,bernat,Left-Back,Defender,14400000.0,1993-03-01,1993,3,27,Spain
Layvin Kurzawa,layvin kurzawa,l,layvin,kurzawa,Left-Back,Defender,10800000.0,1992-09-04,1992,9,27,France
Mitchel Bakker,mitchel bakker,m,mitchel,bakker,Left-Back,Defender,810000.0,2000-06-20,2000,6,20,Netherlands
Thilo Kehrer,thilo kehrer,t,thilo,kehrer,Right-Back,Defender,25200000.0,1996-09-21,1996,9,23,Germany
Colin Dagba,colin dagba,c,colin,dagba,Right-Back,Defender,14400000.0,1998-09-06,1998,9,21,France
Leandro Paredes,leandro paredes,l,leandro,paredes,Defensive Midfield,Midfielder,18000000.0,1994-06-29,1994,6,26,Argentina
Marco Verratti,marco verratti,m,marco,verratti,Central Midfield,Midfielder,54000000.0,1992-11-05,1992,11,27,Italy
Idrissa Gueye,idrissa gueye,i,idrissa,gueye,Central Midfield,Midfielder,21600000.0,1989-09-26,1989,9,30,Senegal
Ander Herrera,ander herrera,a,ander,herrera,Central Midfield,Midfielder,14400000.0,1989-08-14,1989,8,31,Spain
Kays Ruiz-Atil,kays ruiz-atil,k,kays,ruiz-atil,Central Midfield,Midfielder,225000.0,2002-08-26,2002,8,18,Morocco
Julian Draxler,julian draxler,j,julian,draxler,Attacking Midfield,Midfielder,21600000.0,1993-09-20,1993,9,26,Germany
Neymar,neymar,n,neymar,neymar,Left Winger,Forward,115200000.0,1992-02-05,1992,2,28,Brazil
Jesé,jese,j,jese,jese,Left Winger,Forward,2880000.0,1993-02-26,1993,2,27,Spain
Ángel Di María,angel di maria,a,angel,maria,Right Winger,Forward,28800000.0,1988-02-14,1988,2,32,Argentina
Pablo Sarabia,pablo sarabia,p,pablo,sarabia,Right Winger,Forward,25200000.0,1992-05-11,1992,5,28,Spain
Kylian Mbappé,kylian mbappe,k,kylian,mbappe,Centre-Forward,Forward,162000000.0,1998-12-20,1998,12,21,France
Mauro Icardi,mauro icardi,m,mauro,icardi,Centre-Forward,Forward,54000000.0,1993-02-19,1993,2,27,Argentina
Eric Maxim Choupo-Moting,eric maxim choupo-moting,e,eric,choupo-moting,Centre-Forward,Forward,3600000.0,1989-03-23,1989,3,31,Cameroon
Arnaud Kalimuendo,arnaud kalimuendo,a,arnaud,kalimuendo,Centre-Forward,Forward,900000.0,2002-01-20,2002,1,18,France
Anthony Lopes,anthony lopes,a,anthony,lopes,Goalkeeper,Goalkeeper,15750000.0,1990-10-01,1990,10,29,Portugal
Ciprian Tatarusanu,ciprian tatarusanu,c,ciprian,tatarusanu,Goalkeeper,Goalkeeper,1080000.0,1986-02-09,1986,2,34,Romania
Anthony Racioppi,anthony racioppi,a,anthony,racioppi,Goalkeeper,Goalkeeper,405000.0,1998-12-31,1998,12,21,Switzerland
Joachim Andersen,joachim andersen,j,joachim,andersen,Centre-Back,Defender,14400000.0,1996-05-31,1996,5,24,Denmark
Jason Denayer,jason denayer,j,jason,denayer,Centre-Back,Defender,10800000.0,1995-06-28,1995,6,25,Belgium
Marcelo,marcelo,m,marcelo,marcelo,Centre-Back,Defender,2520000.0,1987-05-20,1987,5,33,Brazil
Cenk Özkacar,cenk ozkacar,c,cenk,ozkacar,Centre-Back,Defender,1080000.0,2000-10-06,2000,10,19,Turkey
Sinaly Diomandé,sinaly diomande,s,sinaly,diomande,Centre-Back,Defender,,2001-04-09,2001,4,19,Cote d'Ivoire
Youssouf Koné,youssouf kone,y,youssouf,kone,Left-Back,Defender,5850000.0,1995-07-05,1995,7,25,Mali
Marçal,marcal,m,marcal,marcal,Left-Back,Defender,2160000.0,1989-02-19,1989,2,31,Brazil
Melvin Bard,melvin bard,m,melvin,bard,Left-Back,Defender,1350000.0,2000-11-06,2000,11,19,France
Léo Dubois,leo dubois,l,leo,dubois,Right-Back,Defender,10800000.0,1994-09-14,1994,9,25,France
Rafael,rafael,r,rafael,rafael,Right-Back,Defender,4950000.0,1990-07-09,1990,7,30,Brazil
Kenny Tete,kenny tete,k,kenny,tete,Right-Back,Defender,4950000.0,1995-10-09,1995,10,24,Netherlands
Thiago Mendes,thiago mendes,t,thiago,mendes,Defensive Midfield,Midfielder,14400000.0,1992-03-15,1992,3,28,Brazil
Houssem Aouar,houssem aouar,h,houssem,aouar,Central Midfield,Midfielder,44550000.0,1998-06-30,1998,6,22,France
Bruno Guimarães,bruno guimaraes,b,bruno,guimaraes,Central Midfield,Midfielder,25200000.0,1997-11-16,1997,11,22,Brazil
Jeff Reine-Adélaïde,jeff reine-adelaide,j,jeff,reine-adelaide,Central Midfield,Midfielder,20250000.0,1998-01-17,1998,1,22,France
Maxence Caqueret,maxence caqueret,m,maxence,caqueret,Central Midfield,Midfielder,6480000.0,2000-02-15,2000,2,20,France
Jean Lucas,jean lucas,j,jean,lucas,Central Midfield,Midfielder,4050000.0,1998-06-22,1998,6,22,Brazil
Camilo,camilo,c,camilo,camilo,Central Midfield,Midfielder,1170000.0,1999-02-23,1999,2,21,Brazil
Rayan Cherki,rayan cherki,r,rayan,cherki,Attacking Midfield,Midfielder,16200000.0,2003-08-17,2003,8,17,France
Memphis Depay,memphis depay,m,memphis,depay,Left Winger,Forward,39600000.0,1994-02-13,1994,2,26,Netherlands
Maxwel Cornet,maxwel cornet,m,maxwel,cornet,Right Winger,Forward,9450000.0,1996-09-27,1996,9,23,Cote d'Ivoire
Bertrand Traoré,bertrand traore,b,bertrand,traore,Right Winger,Forward,8550000.0,1995-09-06,1995,9,24,Burkina Faso
Yaya Soumaré,yaya soumare,y,yaya,soumare,Right Winger,Forward,360000.0,2000-06-23,2000,6,20,France
Moussa Dembélé,moussa dembele,m,moussa,dembele,Centre-Forward,Forward,36000000.0,1996-07-12,1996,7,24,France
Karl Toko Ekambi,karl toko ekambi,k,karl,ekambi,Centre-Forward,Forward,12600000.0,1992-09-14,1992,9,27,Cameroon
Tino Kadewere,tino kadewere,t,tino,kadewere,Centre-Forward,Forward,5850000.0,1996-01-05,1996,1,24,Zimbabwe
Lenny Pintor,lenny pintor,l,lenny,pintor,Centre-Forward,Forward,3150000.0,2000-08-05,2000,8,20,France
Benjamin Lecomte,benjamin lecomte,b,benjamin,lecomte,Goalkeeper,Goalkeeper,9900000.0,1991-04-26,1991,4,29,France
Radoslaw Majecki,radoslaw majecki,r,radoslaw,majecki,Goalkeeper,Goalkeeper,4050000.0,1999-11-16,1999,11,20,Poland
Loïc Badiashile,loic badiashile,l,loic,badiashile,Goalkeeper,Goalkeeper,563000.0,1998-02-05,1998,2,22,France
Benoît Badiashile,benoit badiashile,b,benoit,badiashile,Centre-Back,Defender,18000000.0,2001-03-26,2001,3,19,France
Axel Disasi,axel disasi,a,axel,disasi,Centre-Back,Defender,12150000.0,1998-03-11,1998,3,22,France
Guillermo Maripán,guillermo maripan,g,guillermo,maripan,Centre-Back,Defender,9900000.0,1994-05-06,1994,5,26,Chile
Strahinja Pavlovic,strahinja pavlovic,s,strahinja,pavlovic,Centre-Back,Defender,9000000.0,2001-05-24,2001,5,19,Serbia
Jean Marcelin,jean marcelin,j,jean,marcelin,Centre-Back,Defender,5670000.0,2000-02-12,2000,2,20,France
Jemerson,jemerson,j,jemerson,jemerson,Centre-Back,Defender,4320000.0,1992-08-24,1992,8,28,Brazil
Chrislain Matsima,chrislain matsima,c,chrislain,matsima,Centre-Back,Defender,,2002-05-15,2002,5,18,France
Fodé Ballo-Touré,fode ballo-toure,f,fode,ballo-toure,Left-Back,Defender,5850000.0,1997-01-03,1997,1,23,France
Arthur Zagre,arthur zagre,a,arthur,zagre,Left-Back,Defender,5670000.0,2001-10-04,2001,10,18,France
Jorge,jorge,j,jorge,jorge,Left-Back,Defender,2880000.0,1996-03-28,1996,3,24,Brazil
Caio Henrique,caio henrique,c,caio,henrique,Left-Back,Defender,1080000.0,1997-07-31,1997,7,23,Brazil
Djibril Sidibé,djibril sidibe,d,djibril,sidibe,Right-Back,Defender,8550000.0,1992-07-29,1992,7,28,France
Ruben Aguilar,ruben aguilar,r,ruben,aguilar,Right-Back,Defender,5850000.0,1993-04-26,1993,4,27,France
Giulian Biancone,giulian biancone,g,giulian,biancone,Right-Back,Defender,990000.0,2000-03-31,2000,3,20,France
Aurélien Tchouaméni,aurelien tchouameni,a,aurelien,tchouameni,Defensive Midfield,Midfielder,13950000.0,2000-01-27,2000,1,20,France
Jean-Eudes Aholou,jean-eudes aholou,j,jean-eudes,aholou,Defensive Midfield,Midfielder,3600000.0,1994-03-20,1994,3,26,Cote d'Ivoire
Pelé,pele,p,pele,pele,Defensive Midfield,Midfielder,2520000.0,1991-09-29,1991,9,28,Guinea-Bissau
Youssouf Fofana,youssouf fofana,y,youssouf,fofana,Central Midfield,Midfielder,11700000.0,1999-01-10,1999,1,21,France
Cesc Fàbregas,cesc fabregas,c,cesc,fabregas,Central Midfield,Midfielder,5850000.0,1987-05-04,1987,5,33,Spain
Youssef Aït Bennasser,youssef ait bennasser,y,youssef,bennasser,Central Midfield,Midfielder,4320000.0,1996-07-07,1996,7,24,Morocco
Adama Traoré,adama traore,a,adama,traore,Central Midfield,Midfielder,2160000.0,1995-06-28,1995,6,25,Mali
Enzo Millot,enzo millot,e,enzo,millot,Central Midfield,Midfielder,135000.0,2002-07-17,2002,7,18,France
Eliot Matazo,eliot matazo,e,eliot,matazo,Central Midfield,Midfielder,,2002-02-15,2002,2,18,Belgium
Aleksandr Golovin,aleksandr golovin,a,aleksandr,golovin,Attacking Midfield,Midfielder,18000000.0,1996-05-30,1996,5,24,Russia
Sofiane Diop,sofiane diop,s,sofiane,diop,Attacking Midfield,Midfielder,2430000.0,2000-06-09,2000,6,20,France
Adrien Bongiovanni,adrien bongiovanni,a,adrien,bongiovanni,Attacking Midfield,Midfielder,563000.0,1999-09-20,1999,9,20,Belgium
Keita Baldé,keita balde,k,keita,balde,Left Winger,Forward,14400000.0,1995-03-08,1995,3,25,Senegal
Nacer Chadli,nacer chadli,n,nacer,chadli,Left Winger,Forward,7200000.0,1989-08-02,1989,8,31,Belgium
Henry Onyekuru,henry onyekuru,h,henry,onyekuru,Left Winger,Forward,5400000.0,1997-06-05,1997,6,23,Nigeria
Willem Geubbels,willem geubbels,w,willem,geubbels,Left Winger,Forward,4500000.0,2001-08-16,2001,8,19,France
Gelson Martins,gelson martins,g,gelson,martins,Right Winger,Forward,18000000.0,1995-05-11,1995,5,25,Portugal
Gil Dias,gil dias,g,gil,dias,Right Winger,Forward,2880000.0,1996-09-28,1996,9,23,Portugal
Samuel Grandsir,samuel grandsir,s,samuel,grandsir,Right Winger,Forward,2700000.0,1996-08-14,1996,8,24,France
Jordi Mboula,jordi mboula,j,jordi,mboula,Right Winger,Forward,1620000.0,1999-03-16,1999,3,21,Spain
Wissam Ben Yedder,wissam ben yedder,w,wissam,yedder,Centre-Forward,Forward,36000000.0,1990-08-12,1990,8,30,France
Stevan Jovetic,stevan jovetic,s,stevan,jovetic,Centre-Forward,Forward,5850000.0,1989-11-02,1989,11,30,Montenegro
Pietro Pellegri,pietro pellegri,p,pietro,pellegri,Centre-Forward,Forward,5670000.0,2001-03-17,2001,3,19,Italy
Mike Maignan,mike maignan,m,mike,maignan,Goalkeeper,Goalkeeper,15750000.0,1995-07-03,1995,7,25,France
Léo Jardim,leo jardim,l,leo,jardim,Goalkeeper,Goalkeeper,2880000.0,1995-03-20,1995,3,25,Brazil
Lucas Chevalier,lucas chevalier,l,lucas,chevalier,Goalkeeper,Goalkeeper,270000.0,2001-11-06,2001,11,18,France
Gabriel Magalhães,gabriel magalhaes,g,gabriel,magalhaes,Centre-Back,Defender,18000000.0,1997-12-19,1997,12,22,Brazil
Sven Botman,sven botman,s,sven,botman,Centre-Back,Defender,5400000.0,2000-01-12,2000,1,20,Netherlands
Tiago Djaló,tiago djalo,t,tiago,djalo,Centre-Back,Defender,4050000.0,2000-04-09,2000,4,20,Portugal
José Fonte,jose fonte,j,jose,fonte,Centre-Back,Defender,1080000.0,1983-12-22,1983,12,36,Portugal
Domagoj Bradaric,domagoj bradaric,d,domagoj,bradaric,Left-Back,Defender,5220000.0,1999-12-10,1999,12,20,Croatia
Reinildo Mandava,reinildo mandava,r,reinildo,mandava,Left-Back,Defender,2700000.0,1994-01-21,1994,1,26,Mozambique
Zeki Celik,zeki celik,z,zeki,celik,Right-Back,Defender,14400000.0,1997-02-17,1997,2,23,Turkey
Jérémy Pied,jeremy pied,j,jeremy,pied,Right-Back,Defender,1800000.0,1989-02-23,1989,2,31,France
Boubakary Soumaré,boubakary soumare,b,boubakary,soumare,Defensive Midfield,Midfielder,22050000.0,1999-02-27,1999,2,21,France
Cheikh Niasse,cheikh niasse,c,cheikh,niasse,Defensive Midfield,Midfielder,720000.0,2000-01-19,2000,1,20,Senegal
Eugenio Pizzuto,eugenio pizzuto,e,eugenio,pizzuto,Defensive Midfield,Midfielder,270000.0,2002-05-13,2002,5,18,Mexico
Renato Sanches,renato sanches,r,renato,sanches,Central Midfield,Midfielder,18000000.0,1997-08-18,1997,8,23,Portugal
Benjamin André,benjamin andre,b,benjamin,andre,Central Midfield,Midfielder,7200000.0,1990-08-03,1990,8,30,France
Xeka,xeka,x,xeka,xeka,Central Midfield,Midfielder,6300000.0,1994-11-10,1994,11,25,Portugal
Jonathan Ikoné,jonathan ikone,j,jonathan,ikone,Attacking Midfield,Midfielder,32400000.0,1998-05-02,1998,5,22,France
Jonathan David,jonathan david,j,jonathan,david,Attacking Midfield,Midfielder,22500000.0,2000-01-14,2000,1,20,Canada
Yusuf Yazici,yusuf yazici,y,yusuf,yazici,Attacking Midfield,Midfielder,11700000.0,1997-01-29,1997,1,23,Turkey
Jonathan Bamba,jonathan bamba,j,jonathan,bamba,Left Winger,Forward,14400000.0,1996-03-26,1996,3,24,France
Luiz Araújo,luiz araujo,l,luiz,araujo,Right Winger,Forward,4950000.0,1996-06-02,1996,6,24,Brazil
Isaac Lihadji,isaac lihadji,i,isaac,lihadji,Right Winger,Forward,2880000.0,2002-04-10,2002,4,18,France
Victor Osimhen,victor osimhen,v,victor,osimhen,Centre-Forward,Forward,36000000.0,1998-12-29,1998,12,21,Nigeria
Timothy Weah,timothy weah,t,timothy,weah,Centre-Forward,Forward,6480000.0,2000-02-22,2000,2,20,United States
Burak Yilmaz,burak yilmaz,b,burak,yilmaz,Centre-Forward,Forward,1350000.0,1985-07-15,1985,7,35,Turkey
Fadiga Ouattara,fadiga ouattara,f,fadiga,ouattara,Centre-Forward,Forward,180000.0,2001-11-18,2001,11,18,France
Steve Mandanda,steve mandanda,s,steve,mandanda,Goalkeeper,Goalkeeper,2160000.0,1985-03-28,1985,3,35,France
Yohann Pelé,yohann pele,y,yohann,pele,Goalkeeper,Goalkeeper,225000.0,1982-11-04,1982,11,37,France
Ahmadou Dia,ahmadou dia,a,ahmadou,dia,Goalkeeper,Goalkeeper,225000.0,1999-10-13,1999,10,20,France
Simon Ngapandouetnbu,simon ngapandouetnbu,s,simon,ngapandouetnbu,Goalkeeper,Goalkeeper,135000.0,2003-04-12,2003,4,17,Cameroon
Boubacar Kamara,boubacar kamara,b,boubacar,kamara,Centre-Back,Defender,24300000.0,1999-11-23,1999,11,20,France
Duje Caleta-Car,duje caleta-car,d,duje,caleta-car,Centre-Back,Defender,20700000.0,1996-09-17,1996,9,23,Croatia
Leonardo Balerdi,leonardo balerdi,l,leonardo,balerdi,Centre-Back,Defender,6480000.0,1999-01-26,1999,1,21,Argentina
Álvaro González,alvaro gonzalez,a,alvaro,gonzalez,Centre-Back,Defender,5850000.0,1990-01-08,1990,1,30,Spain
Lucas Perrin,lucas perrin,l,lucas,perrin,Centre-Back,Defender,1620000.0,1998-11-19,1998,11,21,France
Aaron Kamardin,aaron kamardin,a,aaron,kamardin,Centre-Back,Defender,135000.0,2002-04-08,2002,4,18,France
Jordan Amavi,jordan amavi,j,jordan,amavi,Left-Back,Defender,8550000.0,1994-03-09,1994,3,26,France
Christopher Rocchia,christopher rocchia,c,christopher,rocchia,Left-Back,Defender,720000.0,1998-02-01,1998,2,22,France
Bouna Sarr,bouna sarr,b,bouna,sarr,Right-Back,Defender,8100000.0,1992-01-31,1992,1,28,France
Hiroki Sakai,hiroki sakai,h,hiroki,sakai,Right-Back,Defender,4950000.0,1990-04-12,1990,4,30,Japan
Abdallah Ali Mohamed,abdallah ali mohamed,a,abdallah,mohamed,Right-Back,Defender,135000.0,1999-04-11,1999,4,21,Comoros
Richecard Richard,richecard richard,r,richecard,richard,Right-Back,Defender,135000.0,2002-03-18,2002,3,18,France
Kevin Strootman,kevin strootman,k,kevin,strootman,Defensive Midfield,Midfielder,7200000.0,1990-02-13,1990,2,30,Netherlands
Pape Gueye,pape gueye,p,pape,gueye,Defensive Midfield,Midfielder,1440000.0,1999-01-24,1999,1,21,France
Alexandre Phliponeau,alexandre phliponeau,a,alexandre,phliponeau,Defensive Midfield,Midfielder,225000.0,2000-01-26,2000,1,20,France
Nassim Ahmed,nassim ahmed,n,nassim,ahmed,Defensive Midfield,Midfielder,135000.0,2000-10-09,2000,10,19,France
Morgan Sanson,morgan sanson,m,morgan,sanson,Central Midfield,Midfielder,20250000.0,1994-08-18,1994,8,26,France
Valentin Rongier,valentin rongier,v,valentin,rongier,Central Midfield,Midfielder,14400000.0,1994-12-07,1994,12,25,France
Maxime López,maxime lopez,m,maxime,lopez,Central Midfield,Midfielder,10800000.0,1997-12-04,1997,12,22,France
Ugo Bertelli,ugo bertelli,u,ugo,bertelli,Central Midfield,Midfielder,270000.0,2003-07-15,2003,7,17,France
Cheick Souare,cheick souare,c,cheick,souare,Central Midfield,Midfielder,135000.0,2002-09-03,2002,9,17,France
Saîf-Eddine Khaoui,saif-eddine khaoui,s,saif-eddine,khaoui,Attacking Midfield,Midfielder,1800000.0,1995-04-27,1995,4,25,Tunisia
Florian Chabrolle,florian chabrolle,f,florian,chabrolle,Attacking Midfield,Midfielder,225000.0,1998-04-07,1998,4,22,France
Jorès Rahou,jores rahou,j,jores,rahou,Attacking Midfield,Midfielder,180000.0,2003-02-02,2003,2,17,France
Dimitri Payet,dimitri payet,d,dimitri,payet,Left Winger,Forward,9000000.0,1987-03-29,1987,3,33,France
Nemanja Radonjic,nemanja radonjic,n,nemanja,radonjic,Left Winger,Forward,5850000.0,1996-02-15,1996,2,24,Serbia
Marley Aké,marley ake,m,marley,ake,Left Winger,Forward,1170000.0,2001-01-05,2001,1,19,France
Florian Thauvin,florian thauvin,f,florian,thauvin,Right Winger,Forward,28800000.0,1993-01-26,1993,1,27,France
Darío Benedetto,dario benedetto,d,dario,benedetto,Centre-Forward,Forward,10800000.0,1990-05-17,1990,5,30,Argentina
Valère Germain,valere germain,v,valere,germain,Centre-Forward,Forward,3600000.0,1990-04-17,1990,4,30,France
Konstantinos Mitroglou,konstantinos mitroglou,k,konstantinos,mitroglou,Centre-Forward,Forward,1440000.0,1988-03-12,1988,3,32,Greece
Edouard Mendy,edouard mendy,e,edouard,mendy,Goalkeeper,Goalkeeper,6300000.0,1992-03-01,1992,3,28,Senegal
Pépé Bonet,pepe bonet,p,pepe,bonet,Goalkeeper,Goalkeeper,270000.0,2003-02-13,2003,2,17,DR Congo
Romain Salin,romain salin,r,romain,salin,Goalkeeper,Goalkeeper,180000.0,1984-07-29,1984,7,36,France
Jérémy Gelin,jeremy gelin,j,jeremy,gelin,Centre-Back,Defender,4320000.0,1997-04-24,1997,4,23,France
Damien Da Silva,damien da silva,d,damien,silva,Centre-Back,Defender,3600000.0,1988-05-17,1988,5,32,France
Nayef Aguerd,nayef aguerd,n,nayef,aguerd,Centre-Back,Defender,3600000.0,1996-03-30,1996,3,24,Morocco
Gerzino Nyamsi,gerzino nyamsi,g,gerzino,nyamsi,Centre-Back,Defender,1800000.0,1997-01-22,1997,1,23,France
Lilian Brassier,lilian brassier,l,lilian,brassier,Centre-Back,Defender,1350000.0,1999-11-02,1999,11,20,France
Faitout Maouassa,faitout maouassa,f,faitout,maouassa,Left-Back,Defender,10800000.0,1998-07-06,1998,7,22,France
Namakoro Diallo,namakoro diallo,n,namakoro,diallo,Left-Back,Defender,180000.0,1996-03-29,1996,3,24,France
Adrien Truffert,adrien truffert,a,adrien,truffert,Left-Back,Defender,180000.0,2001-11-20,2001,11,18,France
Hamari Traoré,hamari traore,h,hamari,traore,Right-Back,Defender,4950000.0,1992-01-27,1992,1,28,Mali
Brandon Soppy,brandon soppy,b,brandon,soppy,Right-Back,Defender,2700000.0,2002-02-21,2002,2,18,France
Sacha Boey,sacha boey,s,sacha,boey,Right-Back,Defender,1620000.0,2000-09-13,2000,9,19,France
Eduardo Camavinga,eduardo camavinga,e,eduardo,camavinga,Defensive Midfield,Midfielder,33750000.0,2002-11-10,2002,11,17,France
Steven Nzonzi,steven nzonzi,s,steven,nzonzi,Defensive Midfield,Midfielder,9900000.0,1988-12-15,1988,12,31,France
Benjamin Bourigeaud,benjamin bourigeaud,b,benjamin,bourigeaud,Central Midfield,Midfielder,10800000.0,1994-01-14,1994,1,26,France
Clément Grenier,clement grenier,c,clement,grenier,Central Midfield,Midfielder,4950000.0,1991-01-07,1991,1,29,France
James Léa Siliki,james lea siliki,j,james,siliki,Central Midfield,Midfielder,4320000.0,1996-06-12,1996,6,24,France
Jonas Martin,jonas martin,j,jonas,martin,Central Midfield,Midfielder,2520000.0,1990-04-09,1990,4,30,France
Yann Gboho,yann gboho,y,yann,gboho,Attacking Midfield,Midfielder,2430000.0,2001-01-14,2001,1,19,France
Hakim El Mokeddem,hakim el mokeddem,h,hakim,mokeddem,Attacking Midfield,Midfielder,270000.0,1999-02-15,1999,2,21,France
Martin Terrier,martin terrier,m,martin,terrier,Left Winger,Forward,10800000.0,1997-03-04,1997,3,23,France
Flavien Tait,flavien tait,f,flavien,tait,Left Winger,Forward,4950000.0,1993-02-02,1993,2,27,France
Lucas Da Cunha,lucas da cunha,l,lucas,cunha,Left Winger,Forward,1620000.0,2001-06-09,2001,6,19,France
Raphinha,raphinha,r,raphinha,raphinha,Right Winger,Forward,14400000.0,1996-12-14,1996,12,23,Brazil
Romain Del Castillo,romain del castillo,r,romain,castillo,Right Winger,Forward,4320000.0,1996-03-29,1996,3,24,France
Armand Laurienté,armand lauriente,a,armand,lauriente,Right Winger,Forward,900000.0,1998-12-04,1998,12,21,France
M'Baye Niang,m'baye niang,m,m'baye,niang,Centre-Forward,Forward,13500000.0,1994-12-19,1994,12,25,Senegal
Serhou Guirassy,serhou guirassy,s,serhou,guirassy,Centre-Forward,Forward,7200000.0,1996-03-12,1996,3,24,France
Adrien Hunou,adrien hunou,a,adrien,hunou,Centre-Forward,Forward,4950000.0,1994-01-19,1994,1,26,France
